name,lon,lat
Martin Lutherplein,4.3963557,51.2168397
Unnamed,6.2322792,50.5638701
Parc Pater,4.0746866,50.5709709
Unnamed,4.27106,50.5246147
Leopoldpark,2.9143465,51.2283874
Unnamed,4.0779525,50.5736424
Unnamed,4.2287358,50.4802524
Unnamed,4.5644564,50.6828397
Jardin Colonial - Koloniale Tuin,4.3454279,50.8885599
Square Clémentine - Clementinasquare,4.3435499,50.8859252
Parc de Laeken - Park van Laken,4.3510508,50.8916154
Parc Jean Sobieski - Jan Sobieskipark,4.3457626,50.8859844
Square Prince Charles - Prins Karelsquare,4.3515817,50.8813574
Albertpark,4.2383261,50.7337732
Unnamed,4.4067848,50.8168347
Park Liekendael,4.4509517,50.8688984
Atletiekplein,4.1106815,50.7953993
Unnamed,4.4054464,50.9236285
Waalborrepark,4.2055295,50.9049279
Villa Eetveld met park,4.4454861,50.9605275
Domein Coloma,4.2491839,50.7791179
Unnamed,4.3356229,50.7736644
Unnamed,4.3334855,50.7407749
Parc Naimette-Xhovémont,5.559782,50.6500348
Unnamed,4.4047483,50.845895
Unnamed,4.4038476,50.8457429
Parc de la Citadelle,5.5780312,50.6541398
Cogelspark,4.4661468,51.2435655
Parc Huybrechts - Huybrechtspark,4.3356883,50.8709809
Unnamed,4.3661927,50.9364508
Abtsdal,4.3675647,50.9237064
Edouard Otletplein,2.7732116,51.1686009
Polenplein,3.3997558,51.0409028
Mariahof,4.2363851,50.7374292
Unnamed,4.2960711,50.8147156
Normandpark,2.817944,51.1855926
Unnamed,4.0494895,50.6989812
Unnamed,4.3408338,50.7686963
Unnamed,4.4197899,50.9520231
Parc Gaucheret - Gaucheretpark,4.3601696,50.8644739
Eclairpark,4.4565215,50.864548
Petit Parc,4.0418017,50.6932494
Unnamed,4.5051819,50.930082
Park Missiehuis van Scheut,4.2835641,50.7998216
Büchenbeuren- plein,2.8390332,51.1105555
Koningin Astridpark,2.7445005,51.1330372
Hulstplein,3.3312307,50.9972792
Domein Claeys-Bouüaert,3.6740571,51.0762634
Unnamed,4.3956899,50.868688
Ferre Grignardplantsoen,4.3736203,51.1825125
Bleienpark,4.05713,51.0091111
Unnamed,4.3476797,50.8583584
Park Rolleveld (Park Poot),4.4418436,50.9396567
Unnamed,4.5055922,50.9663733
Unnamed,4.2422955,50.8660304
Unnamed,4.3033923,50.9071548
Unnamed,4.4454582,51.2499951
Parc Verheyleweghen - Verheyleweghenpark,4.4251235,50.8478767
Unnamed,3.0134066,50.8978597
Unnamed,5.5538462,51.1076963
Parc du Château de Marchienne,3.9936529,50.393432
Unnamed,4.6035058,50.9165878
Prins Mauritspark,2.7284132,51.1483447
Unnamed,4.3117568,50.8516597
Unnamed,2.8019261,51.1789258
Vrijetijdspark De Krokodiel,2.807538,51.1800512
Unnamed,2.7849353,51.173555
Unnamed,2.7677388,51.16133
Koningin Astridpark,4.0284541,50.9386705
Parc Hauster,5.6315912,50.589843
Parc Jacques Brel - Jacques Brelpark,4.3224821,50.802802
Provinciedomein Atlantikwall Raversyde,2.8540928,51.2020041
Unnamed,2.8508427,51.1988331
Atlantikwall Raversyde - Anno 1465,2.8485781,51.1993215
Mertensplein,4.4784785,51.1970769
Unnamed,3.6189842,50.6689785
Zusters-Der-Armenplein,4.4208355,51.2233545
Willy Vandersteenplein,4.429642,51.2243925
Unnamed,4.3245629,50.6421114
Parc du Vieux Saule,5.9668938,50.6639371
Parc de la Tourelle,5.8578471,50.5828937
Unnamed,3.0776173,51.297696
Unnamed,4.6823959,50.9028653
Unnamed,4.6822522,50.9077681
Parc du Centre,4.3739062,50.6846786
Weule Put,4.4571194,50.8720194
Unnamed,4.403912,50.8655146
Vaarnewijkpark,3.6794627,51.0790392
Unnamed,3.6582855,51.0174622
Unnamed,3.7241142,51.0593571
Machinistenpark,3.6943531,51.0708957
Lampistenpark,3.6987201,51.0730698
Wielewaalpark,3.6958012,51.0659012
Unnamed,4.4057651,50.9168365
Unnamed,4.406929,50.9166934
Unnamed,3.6688736,51.0199111
Unnamed,3.7033555,51.0808565
Park Pieter Cieterslaan,3.7022826,51.0840231
Unnamed,3.8814784,51.2217415
Lierse Stadsvesten,4.5652313,51.1280768
Conducteurspark,3.7046452,51.075811
Unnamed,3.7004556,51.0755951
Begijnhofdriespark,3.7127111,51.0570829
Parc Chinrue,5.811638,50.5354114
Unnamed,4.3988931,50.9011792
Unnamed,4.4010837,50.9180191
Unnamed,4.4066416,50.9208781
Unnamed,4.4058399,50.9206555
Unnamed,4.3616328,50.9098214
Unnamed,5.5647681,50.2816087
Unnamed,5.5636793,50.2813108
Coyendanspark,3.7364522,51.0531971
Kasteel van Wilder,4.5810348,50.9343932
Unnamed,4.378444,50.904275
Unnamed,4.4707288,50.8832434
Unnamed,4.6926669,50.864276
Hogeschoolplein,4.7018142,50.8774488
Unnamed,4.4380537,50.8945631
Unnamed,4.4404541,50.8932614
Unnamed,4.3409883,50.9252985
Van der Nootpark,4.3539363,50.9100561
Park van het Drijtorenhof,4.3369854,50.932549
Parc Princesse Elisabeth,5.7173878,49.9996686
Unnamed,3.7058094,51.0457855
Unnamed,4.5454695,50.8810421
Ekkergempark,3.7046458,51.0505651
